,Date,Content
1031,2021-10-28 0:59:49,"Semua dalam 1 atap ,,. keren banget 👍 Tapi saran saya tambahkan koin2 yang sedang populer dalam bentuk IDR ... Untuk fee WD yang bilang mahal ,, itu karna dia WD dikit2 .. Coba WD itu diangka puluhan juta sampai ratusan juta ,.25rb itu mah anggap angin doang .."
598,2021-09-20 1:30:59,Woiii servernya benerin dong....parah yeee kalo lg shiba ngepump error truuss..sueee
902,2021-12-02 18:40:45,Like it
504,2021-11-09 2:26:32,dear indodax knph saya mau transfer ke trust wallet gagal terus mohon segera di perbaiki
444,2021-11-22 5:50:22,"Turun ranting bintang nya mkin ksini makin lemot jual beli nya lemot klo kya gni bisa pindah ke sebelah,klo msih lemot lg bisa turun lg ranting nya."
1116,2021-12-02 16:57:57,Andalan trader Indonesia
1077,2021-06-17 2:44:20,Kalau bisa coin yg ada di crypto seperri raca dsb ug msh baru2 lahir gru adakan juga di indodak cos kalau perempuan biar simple nabung nya kalau di indodak lbh paham
848,2021-11-14 12:16:44,"Kalo bukan akun kadang keluar dengan sendirinya , ini ada apa sih sama indodax ?"
860,2021-11-22 12:49:39,Klo bisa di tambah fitur ...staking dan earn seperti yang lain..
556,2021-10-13 3:43:52,"3 dulu min soalnya belum profit , 😁🙏"
492,2021-10-07 11:54:10,"Koin nya tidak kumplit masih kalah sama tokocrypto apalagi binance.... Nanti klo VET sam MINA Listing, saya kasih bintang 5"
213,2021-10-29 13:36:25,"Bintang saya turunin dulu,,,, Saya depo via transfer Dari tgl 27-10-2021 sampai hari ini tgl 29-10-2021 belum juga masuk,saya sudah email kirim bukti transaksi sesuai yg diminta namun tidak ada info lagi. Saya email kembali,tidak juga ada tanggapan....makin lama bukanya makin bagus kok malah seperti in,pling nggk direspon lah dahulu."
8,2021-12-01 7:41:23,"Bintang 1 aja,secara keseluruhan sudah baik semua cuma biaya penarikan ke rekeninh terlalu mahal,masa biaya penarikan nya 25.000 kalah sama tokocrypto yg hanya 5000 an"
836,2021-10-21 4:47:54,Min indodax udah bagus tapi untuk masalah setelah update mohon dipercepat karna masih banyk trader trader pemula yang gak bisa transaksi setelah ada update
200,2021-11-30 14:18:57,"Kenapa setiap kali dibutuhkan transfer cepat ke trust wallet selalu saja pending lama.. Kalau sedang transfer biasa gk ada kebutuhan malah cepet banget nyampenya.. 2x saya dibikin gagal entry gara"" nungguin deposit indodax"
484,2021-11-14 13:01:28,"Widget tidak bisa menampilkan yang 0.000 usdt. Seperti shib, bear dll"
554,2021-11-01 14:26:07,Bnb kapan selesai maintenance nya ??
489,2021-11-18 0:55:43,Update malah jadi eror candel jadi ngaco
780,2021-10-25 13:33:52,Sering lelet kadang sudahhh time limit tapi coin gak kebeli... Kalau malam jugaaa kadang tambah lelet
547,2021-10-28 9:01:48,Deposit menggunakan qris tidak masuk tolong!
999,2021-11-13 0:12:03,Keren
1016,2021-11-26 0:46:49,Sejauh ini indodax berjalan dengan baik WD dan deposit cepat tapi fee nya aja aga mahal hehe good job indodax 🥰
119,2021-12-02 2:25:44,Saya udah coba konfirmasi lewat Gmail live chat ga ada tanggapan saldo coin saya yg di trus wallet di pindahkan ke indodax malah hilang padahal alamatnya udah bner
22,2021-11-17 0:34:36,"Halo mengapa permohonan saya belum di ACC,kenapa akun indodax saya tiba tiba keluar sendiri terus pas mau masuk harus kirim kode otp sedang nomor hp yg saya daftarkan di indodax sudah hilang,dan saya sekarang sudah mencoba ganti nomor hp yg baru terus saya kirimkan foto KTP saya malah sampai sekarang belum di ACC,ini gimana keterusan nya!!!!!woi ini gimana kok belom ada kepastian cepat diatasi saldo diakunku 567jt tolong diatasi,gausah pake bahasa Inggris woi pake bahasa Indonesia..!!!!"
1062,2021-10-16 2:02:36,"Secara Kesuluruhan Menurut Saya Pribadi,Sudah Sangat Bagus,Apalagi Untuk Pemula Trade win kecil2an scra berkala Sprti Saya...tp yg Sangat disayangkan untuk biaya(fee)/penarikan lumayan mahal !! terimakasih developer !!!🙏🙏👍🔥🔥🔥🔗 SEMOGA DAPAT DILEBIH KEMBANGKAN DAN JADI TRADING PLATFORM TERBAIK NO.1 DI NEGERI SENDIRI ""INDONESIA""!!👍👍"
1053,2021-10-07 3:39:38,"Sejauh ini belum ada kendala apa"" untuk saya.. is the best lah. Tapi misalnya ada perbaikan mengenai apapun. Saya rasa perlu memberitahu member terlebih dahulu lewat email kalau app/website nya sedang maintenance misalnya."
121,2021-12-02 1:07:25,Sebagai platform terbesar di Indonesia harus nya konsisten setiap jaul aset selalu delay gak konsisten
244,2021-11-13 0:36:27,Mohon dari pihak Indodax biaya admid penarik jangan gede gede lah..kalo dari tim Indodax punya hari nurani tolong di mengerti untuk buat orang yang bermodal kecil contoh modal 100rb nah selama di berinvestasi di Indodax kan gak selama nya aset itu naik nah contoh modal 100rb turun jadi 75rb nah itu kan gak bisa ambil malah udh ke admid nya gede banget 25rb tolong di pikir lagi kalo mau di kenakan admidn di apk lain aja gak sampai segituh nya pikir aja....di apk lain aja kena biaya hanya 4rb.thx
1003,2021-11-24 9:28:45,"Dikasih Bintang 5 dulu,, saran, kalau untuk pencairan mohon tidak terlalu besar potongannya, masa koin kita 1 biji potongannya 20 Koin?? dapat apa kita Admin wkwkwkw... mohon untuk ditinjau 🙏"
1147,2021-12-02 2:32:17,👍🏼
17,2021-12-01 8:02:12,"Mengecewakan sekali, Mau tarik tunai masih belum cair. Udah potongannya gede tapi lelet. Nyusahin nasabah Broo.."
45,2021-11-10 7:02:43,"UNTUK PENGGUNA BARU HATI HATI SEBELUM TRANSAKSI!!! Top up dari tanggal 30/11/21 sampai sekarang saldo nya masih belum masuk, sudah komplain, di oper oper terus, padahal cuma 150"
167,2021-11-29 14:48:00,"Kenapa lambat sekali, jenuh"
602,2021-12-02 7:29:08,Di update data grafik makin rusak ga karuan
549,2021-10-06 1:58:15,saat mau ganti nomor HP ga bisa ke upload
573,2021-10-24 0:53:10,Lebih tingkatkan pelayanan
468,2021-11-20 3:10:25,"Sekarang aplikasi nya lemot,memuat data trus,loading lama...tolong diperbaiki"
1176,2021-12-01 12:29:54,Mantap 👍
476,2021-10-21 4:49:49,Servernya down kah atau apa nih kok gak bisa buat buy bintangnya 3 dulu kalau udah gak down AQ kasih 5 bintang
422,2021-11-04 14:39:15,Kenapa pas harga turun mau belanja susah buy. Alesannya nunggu antrian. Saya tanya saya dapet antrian nomer berapa. Cs nya nomer berapa
638,2021-11-22 0:17:55,👍
458,2021-11-07 8:31:44,"Mau transfer koin ke wallet lain, kok sms/telpon verifikasinya tidak muncul2??"
1163,2021-12-01 14:21:01,Semoga tambah canggih lagi
112,2021-12-02 9:17:21,"Parah! Deposit saya belum masuk sudah 3 hari ini. Hubungi customer care email, chat sama aja. Tidak ada tanggapan signifikan. Sebenarnya customer care nya itu ada tidak sih? Jawaban cuma boot doang."
876,2021-11-30 0:51:22,PEMBELIAN TOKEN MASIH TERLALU LAMA😪
891,2021-11-05 12:30:02,4 star dulu kalaw udah dapet 1 bitcoin baru 5 star.
1091,2021-07-02 0:37:27,"Saya baru saja deposit beberapa hari belakangan ini melalui ovo, tapi mengapa saldo nya belum masuk ke akun indodax saya ? Mohon pencerahannya !! Terimakasih."
1018,2021-11-16 2:29:05,"Bagus, deposit cepet masuknya kurang dari 5 detik udah masuk akun, wdnya juga lumayan cepet gak nyampe satu jam udahmasuk sekitar 15 menitan juga, heran sama yang kasih 🌟1 dan komplain padahal wd paling lama kurang dari 3 jam pengalaman trbaru w baru kemarin wd, pokonya gw dukung terus ni app mantap, terus berinovasi untuk pengembangan selanjutnya💪💪💪👍👍👍 🌟🌟🌟🌟🌟"
1111,2021-12-02 18:43:26,"Sangat bagus,tapi jangan lupa tetap berinovasibagar semakin maju..."
586,2021-10-19 5:06:53,Smoga tidak rugi lagi
524,2021-11-25 3:19:39,Sangat puas walaupun terkadang sering erorrr
98,2021-10-05 11:41:16,Tolong dong diperbaiki servernya atau masalah lainnya. Saya deposit sdh lebih dr 1 hari beritanya diriwayat pending terus. Selama ini tdk pernah ada kendala. Setiap deposit selalu sukses tdk kurang dr 12 jam sdh masuk balance. Padahal dari story diblockchain sdh terkirim sukses. Saya jd ragu untuk deposit yg lebih besar. Dengan nilai yg kecil saja agak lambat.
837,2021-11-08 7:51:55,"Masukan, biaya admin penarikan..., tolong di turunin. Aplikasi sebelah lebih murah"
113,2021-12-02 9:16:19,"Pindah platfrom sebelah aja disni bisa ke bobol,udh verifikasi lama proses kendala ini lah itu lh bisa bisa jebol"
161,2021-11-30 0:50:38,"Maintenence terus tapi tetep aja busuk! Oh iya candle kamu yang kendalikan sama si anu, lupa aku... 😂"
243,2021-11-15 1:04:22,Verivikasi dipersulit..foto sefie harus mirip dengan ktp yg sudah 10 thn yang lalu..wajahku kan semakin tua..
27,2021-11-26 0:10:43,Min ni apk gimana masak gua order vidy di 23 nov 2021 di harga 21 masak tanggal 24 harga 21 idr gak clossing .. Gimana s indodax .. Katanya apk paling autentic .. Kok kyak gini bangkrut kah ?
795,2021-10-21 12:16:23,Chat room erorr
1082,2021-10-23 12:34:15,"Top banget INDODAX 👍 Penarikan juga cepat kurang dari 1 menit. Tolong perbaikan masalah error saat pump dan dump, tingkatkan keamanan dan kenyamanan dalam trading crypto di INDODAX. Tingkatkan lagi fitur trading tambahan yang lainnya 👍👍👍"
886,2021-11-20 7:22:26,Coba dulu.!!!@
347,2021-11-12 2:49:00,Ddlu sy prbh dftr trs sy uninstal. Pas sy bk lg sldo sy gk ad smw🤦‍♂️. Hrsy kn msh ad. Tlog donk kmblikn sldo ny
261,2021-10-30 8:45:38,Terlalu lama proses jual ataupun beli.sedangkan kita butuh cepat untuk bertransaksi.sangat kurang puas dengan pelayanan.
32,2021-12-02 0:53:48,"MIN Kalau dari saya mah biyaya TF nya turunin sedikit, soal nya terlalu besar, bukan apa-apa kasian aja sama yang punya modal kecil dapet untung nya juga gak seberapa, bukan nya untung malah Buntung🤦‍♂️"
871,2021-11-08 6:31:57,"Apapun keluh kesah kalian jangan lupa follow Ig gw ya @naz_blast55,,"
1137,2021-12-02 9:31:30,Mudah di akses.
229,2021-10-23 6:28:33,"Saya masih mengunakan exchange ini indodax tolong ketika penjualan pending ordernya di percepat, pas penjualan lama banget,, saya berharap kedepan indodax bisa lebih baik, jika sudah baik saya tambah bintangnya Klw belum baik terpaksa pindah Terimakasih"
805,2021-11-23 2:57:03,"Saya beri bintang 4 karena ada hal yang menurut pribadi saya terlalu banyak biaya2 admin. Deposit kena biaya, beli kena biaya, jual kena biaya, tarik juga kena biaya."
190,2021-11-27 13:52:17,Saya tidak berkomentar biar mereka merasakan sejelek apa aplikasi ini
1124,2021-12-02 13:51:43,Sampai skrng sy merasa tidak ada kendala
839,2021-11-20 12:46:25,"Tolong akun bank depositnya ditambah Bni atau Bri dong,, mau deposit susah kalo ngak ada dua bank tersebut"
135,2021-12-01 7:37:34,Kecewa sama indodax harga di marketcap sama indodax jauh jauhan ga update rugi
253,2021-11-01 7:23:20,"Saya sudah melakukan WD ,ke akun dana ,tolong segera di proses, biasanya cepet sekarang kok lama, terimakasih"
647,2021-11-20 7:09:23,Ok
452,2021-11-20 9:32:53,"Masih suka lelet bahkan sedang dalam maintenance kalau market lagi dump, tolong diperbaikki..terima kasih"
636,2021-11-22 8:33:04,Tiga dulu bintang klu pajak turun baru bintang 5
18,2021-11-27 7:22:25,"Kenapa aplikasi nya ga bisa d buka ,, cuma sampe masukin pin tapi ga terbuka aplikasibnya ?????"
51,2021-11-10 7:09:49,"Saya sudah pernah mendaftar sebelumnya. Tapi karena ada alasan tertentu saya menghapus akun saya. Sekarang saya mendaftar lagi dengan alamat email dan nomor hp yang sama. Pendaftaran lancar sampai tahap aktivasi akun, tetapi waktu coba login harus verifikasi SMS lewat nomor hp, saya tidak menerima 6 digit kode verifikasinya, waktu request kode juga cuma tertulis nomor hp sudah digunakan. Tolong bantu masalah saya"
61,2021-11-21 0:32:45,"Parah sih ini indodax,beli saham pas lagi turun 5-6%, Skrg naik di 4-5% malah turun saham saya, Permainan apa pula ini indodax, Saran jgn cba disini, Aman cuman katanya, Nyaman konon katannya"
3,2021-11-05 0:52:06,"Setelah pembaruan malah ngaco indodax ini 1w isinya 1th 3D isinya ???? Dst Why????? Blm siap kok mau update, hmm.. Gopay, mana??q masuk menu gak tersambung tuh sama gopay nya"
1059,2021-11-30 2:50:22,Deposit sangat cepat .... kalau withdraw belum pernah coba he he
223,2021-10-27 14:07:30,"Hallo indodax .. Tolong perbaiki server mu , mau jual/beli sangat susah sekali . Padahl hal yg terpenting adalah kedua hal tsb . Gmna mau dptkn cuan/hrga yg kita inginkan klo jual/beli aja pending lama sekali . Mohon perbaikan nya demi kebaikan indodax dan pengguna . Kalau gini trs pengguna bakal beralih ke apk sebelah karna gak dptkn hrga jual/beli yang di inginkan . T.ksh🙏🙏"
232,2021-11-20 3:31:22,Server payah. Banyak yg rugi gara2 server bobrok. Exchange lama tapi masih saja masalah server tidak ada kemajuan.
1115,2021-11-28 13:26:24,"I will try, good or not..."
828,2021-11-08 2:45:32,"Min kalo bisa chart yg sudah kita gambar masih tersimpan biar gak susah2 masukkan indikator dan analisa lagi, kaya app sebelah gitu"
220,2021-10-28 8:26:17,"Server indodax mau ngasih saran koin nya di perbanyak lagi, keluhan buat INDODAX biaya penarikan / depo jangan mahal mahal lahh... Inget itu kalau pun mahal gapapa, yang PENTING itu ON TIME, REAL TIME WAKTU.. Ini soal uang bukan permainan biasa.. TOLONG segera di Eksekusi kekurangan Customer, kalaupun Tidak ntar malahan PADA kabur ke APK Lain."
241,2021-11-30 0:10:13,"Parah banyak potongannya, masa topup kena potongan? Lucu"
419,2021-11-16 0:38:58,Sudah 2 kali ganti pin.. Pin pertama sudah benar di suruh ganti PIN.. Pin ke ke 2 awalnya baik2 saja tp hari tidak bisa dibuka lagi dengan alasan server dalam pemeiharaan. Tadinya mau kyc tp rada takut
883,2021-10-16 3:05:41,Selamat pagi ni kenapa ya saya jual dari kemarin koq macet .. Tambah lemottt
1079,2021-11-08 3:54:08,"Menurutku klo indodax yg bikin cuan buat aku,, yg lain bikin dag dig dug,, semangat terus indodax klo bisa bikin token donk biar bisa cuan lagi😅"
1125,2021-12-02 13:51:05,Bagus ....limit penarikan saldo turunkan 50 rb lebih joz
49,2021-11-24 12:32:53,"Bisa ga balasan dari tim indodax ga pesan otomatis gt... Banyak keluhan jawabanya sama.... ""Mohon maaf atas ....dst.... Ini pun pasti jawabanya pasti gt... Beda masalahnya 1 jawabanya..."
474,2021-10-24 14:09:17,"Malam min , maaf saya mau tanya , limit order ko tidak berfungsi dengan baik ya ?"
212,2021-11-15 1:03:49,"Mohon bantuan nya untuk mengaktifkan aku lama saya, karena no hp hilang, dan sudah mengikuti alur nya, tetapi tetap saja tidak bisa mengganti no hp"
47,2021-11-15 9:15:46,Udh gak recomendasi lagi...saya kasih bintang 1..kalau withdraw saya cpt di urusnya saya akan naikin..maaf ya..laporan sudah selesai tp gak ada mask tokenya..udh gak akan pakai lagi saya..masuk syukur gak mask yaudhhh
382,2021-11-02 21:41:29,Aplikasinya gak bisa depo pake Bni 🤦🏻‍♂ lawak
478,2021-08-13 10:41:21,Saran buat indodax untuk chart tradingya lambat sekali updatenya mohon untuk di perbaiki lagi!!
59,2021-11-13 3:19:24,"Padahal berharap banget sm indodax, tp malah rugi, gbza jual beli cepet, kl lg naik cpet sering gbza beli, beli harus jauh diatas, fee jual beli mahal, grafik aneh, lg naek berhenti, udah turun dr angka beli baru jalan lagi, aneh.."
86,2021-11-10 0:29:15,"AWAS APLIKASI PENIPUAN kemaren istri saya deposit 100juta udah sukses padahal tapi pas saya buka tida masuk ke dompet saya di aplikasi ini, saya tanya di gmail cuman di minta tunggu 2-5 hari kerja, eh di tungguin gaada konfirmasi lagi, bilangnya ada gangguan sistem lah apa lah banyak alesan. Awas atiati yg mau instal ni aplikasi, jangan sampai kejadian spt saya terulang🥺 APLIKASI PENIPU, UNINSTALL LEBIH BAIK, adminya ga ramah juga malesin, semoga uangku balik lah ya ditunggu"
723,2021-11-03 7:51:46,tambahkan suport alamat binance smart chain pad btc dong biar penarikanya lebih murah
1011,2021-11-26 6:31:12,"Sejauh ini penilaian saya baik untuk indodax ,mohon lebih di tingkatkan lagi untuk setiap kekurangan yg ada di platform anda ,dan atas setiap keluhan member indodax untuk masukan bagi platform anda lebih baik kedepan nya ,Thanks indodax atas kualitas nya sejauh ini , untuk para member jika trading jangan lupa bandingkan chart nya indodax dengan chart global di Trading view , salam sukses indodax"
132,2021-12-01 8:11:17,Parah sij
910,2021-12-01 12:34:24,mantap
12,2021-11-26 9:02:25,Benerin riwayat transaksi akun ku...rugi aku gara2 bug ni....di bikin full online napa aplikasi nya....jangan hrus reload2 cuma mau tau harga pasar.....
279,2021-11-04 1:11:03,Agak sedikit kecewa mau deposit sekarang virtualcount bank nya dikurangi tidak ada bank bni maupun bri
56,2021-11-30 2:44:05,"Wkwkwkw pas beli koin yg harganya rendah lumayan banyak, abis maintenance lgsung hilang ... permainannya sangat bagus 🤣🤣"
400,2021-11-30 8:50:57,"Semoga di baca oleh pihak indodax, selamat siang pihak indodax, saya senang selama trading/invest menggunakan aplikasi ini sudah lebih 2 tahun, tapi alangkah baiknya di tambahkan fitur (+) profit dan (-) saldo kita, seperti aplikasi investasi lainnya, biar kita bisa lihat berapa +% profit atau (-) saldo kita saat melakukan investasi/trading di salah satu crypto, semoga di baca, dan untuk teman teman yang setuju tolong di like ulasan ini, biar pihak indodax mempertimbangka ulasan ini, terimkasih."
87,2021-11-19 17:42:34,"Mantab indodax komentar gw dihapus, dikasih tau semalem lagi naik naik nya malah susah login bukanmya dibenerin malah rating komentar gw dihapus, MANTAB"
691,2021-11-10 14:30:13,Listing vechain (vet) ke dalam indodax
592,2021-07-30 14:46:27,"Bagi yang belum mengerti cara traiding atau pemula di indodax hatai2 asal download lalu isi saldo , lalu bermain coinnya gampang,isi saldo deposit cepat bagat, tapi waktu penarikan saldo rumit,susa baget, untuk indodax tolong penarkanya melalui rekening bank aja biar mudah atau e.walet, jangan minta alamat segala,alamat coin bayak yang gak mengerti, padahal suda di sertivikasi, waktu, pendaptaran,🌞"
30,2021-11-20 0:13:46,Data saya di Tokocrypto dan Binance bisa diverkfikasi. Tapi di indodax selalu gagal. Aneh.
748,2021-10-29 0:24:20,Verifikasinya lemot bukanya
1015,2021-06-12 11:48:34,"Minta tolong dengan sangat kepada admin mohon di tambah lagi mata uang kripto, terutama RACA"
801,2021-11-28 12:07:56,"Mau tanya akun terkunci karena nomor hp hilang, terus lupa nomor hp masukkan nomor baru dan KTP tapi kok KTPnya gak bisa terkirim padahal koneksi lancar. Tolong dibantu.. nb. Device redmi note 8 pro. Thx"
833,2021-10-05 11:42:28,"Bagus, cuma sedikit kritik, belum otomatis dan masih harus manual refresh untuk melihat naik turun nya coin."
659,2021-11-18 6:13:22,bug grafik tolong diperbaiki. timeframe harian letaknya di 1W. segera ditindak min
464,2021-11-17 14:22:15,Gw tambahin 2 klo ada fiturr staking nya biar makin betah
197,2021-11-27 7:25:13,Biaya penarikan mahal di banding wallet lain
816,2021-10-19 6:58:29,Mudah-mudahan Update tambah Joss 😀. Fitur Depo via BNI kok nggak ada lagi ? Bahkan Via ATM BCA juga susah bahkan nggak bisa.
1088,2021-11-21 7:22:57,Mantap. . Tetap perjuangkan shiba inu sebagai krypto yang di akui di Indonesia 💪💪💪
104,2021-11-30 6:27:15,"Knpa ulasanku dhpus? Indodax tidak ada tanggung jwab sma sekali, saya Beli market vidy nunggu 6 bulan blum naik2 malah informasi dri gmail. Market vidy mai di hapus dri indodax, rugi bnyak sya"
75,2021-11-10 7:23:41,"sangat buruk proses withdrawnya disini.. saya punya aplikasi binance, tokocrypto, twt, dan hotbit proses withdraw sangat cepat.. tidak seperti indodax yang sangat lama.. ini sudah dua hari sejak saya withdraw dan status masih pending"
381,2021-11-03 9:18:40,Lelet parah mau jual mau beli transaksi lama banget
917,2021-11-30 1:11:11,Tolong tambahkan jaringan polygon🙏
874,2021-10-18 6:47:37,Tolong untuk untuk fitur di aplikasi kasih stop loss min biar tidak nyangkut terlalu dalam
1032,2021-11-26 0:40:37,Bagu aplikasi tapi tambahan kan lagi berbagai jenis cypto ya soalnya kadang kalo mau crpto di indodax masa harus ubh ke dollar saat dicari yang beli pake IDR enggak ada tolong ya soal ya ribet harus ubh dulu ide jadi dollar
587,2021-10-29 0:16:51,mohon kedepanya lebih diperbaiki
1109,2021-12-02 22:42:30,"Bagus si, cuma biaya fee nya lumayan mahal 🙃"
85,2021-10-28 3:18:19,"Sangat kacau, support pun tidak 24 jam online. Jika ada permasalahan sangat lama dalam penanganan. Untuk kualitas support masih kalah jauh sama TokoKripto yang fast respon jam berapapun."
267,2021-11-21 6:57:38,Gak bisa narik padahal akun dana sama akun indodax nya namanya sama.. biarin aja lah sedekah..
469,2021-11-09 8:45:33,"Deposit pake uang elektronik lama kayak ngirim barang, gak guna ada fitur depo uang elektronik"
1119,2021-12-02 16:24:40,Luar biasa
863,2021-10-10 5:14:54,Saya baru pertama bergabung ke indodax..semoga saya cpt mengerti cara penggunaannya.
1063,2021-11-25 5:50:10,Bagus dan mudah untuk dipahami tapi tolong untuk top up saldo diperbaiki lagi Ini sering terjadi top up saldo sukses tapi saldo akun indodax tidak bertambah
841,2021-11-14 1:19:25,Tolong fee nya dikurangi sewaktu transfer/penarikan . Fee nya besar banget.
526,2021-11-09 7:44:52,Tambahkan fitur finger scan please Lama kalo harus trus masukan code
246,2021-11-12 2:34:44,Pindah kesebelah saja yg fiturnya banyak... Tdur bisa tenang ketika mareket liar... Kalian yg masih setia coba deh fikir2 lgi.. mari sama2 tarik dan pindah kesebelah.. anak binen
655,2021-11-19 2:33:44,Kurang
993,2021-11-14 7:06:22,Itu doang
594,2021-10-11 13:43:09,"Ini kenapa ya minta update, tp giliran di klik update di playstore tulisannya ""tertunda"" terus aplikasinya ga bisa dibuka..."
73,2021-10-28 13:29:28,"Parah banget, gua yg harusnya cuan jadi rugi gara"" gabisa TP shiba gara"" Server error , kalau udah kek gini mau tanggung jawab gak lu min? Udah fee mahal, server bapuk, gua yg harusnya cuan jadi rugi, dah lah kalau gak ada solusi pindah binance aja gua"
825,2021-10-31 13:49:19,"Sekarang masuk aplikasi lama banget, ya mungkin karena banyak yang pakai, tolong ditingkatkan lagi kapsitas servernya."
1194,2021-12-01 7:17:38,Apk terbaru mana min??
882,2021-11-15 6:58:53,saya berharap lebih baik dan bisa bersaing dg lainnya.
235,2021-10-24 0:24:29,Semakin sering error... Apalagi kalo pas ada koin yang di pump gede²an. Chartnya langsung error. Padahal peringkat indodax lumayan gede lo....
118,2021-12-02 2:24:34,"rugi 50 ribu, krn tranfers ke bunance udah 7 jam lbh belum masuk juga, mau nipu ya?tidak ada solusi sama sekali 👎👎👎"
23,2021-11-19 18:48:47,"sumpah lemot banged ini aplikasi , gw udah streaming video, main game, browsing lancar2 aja kecuali aplikasi indodax setelah update makin parah"
300,2021-12-02 14:26:04,"Hai Indodax, Tolong ditambahkan dan disempurnakan 1. Realtime harga di halaman jual beli tanpa perlu refresh 2. Penambahan stop limit koin top 10 CMC 3. Disempurnakan lagi keluar masuk aplikasi lewat widget 4. Aplikasi dipermudah untuk internet lemah,sering terjadi order ganda . . . . . . . . . . . . . . . . . . Dan jika bisatolong diperbanyak fitur lain seperti staking, penambahan pair mata uang, bagan sell/buy di halaman open order, dll."
262,2021-10-28 6:54:41,"mohon maaf admin saya sudah melakukan deposit Rp. 400.000 namun saldo di indodax saya tidak bertambah, mohon bantuannya 🙏"
199,2021-11-27 7:16:51,"Kecewa SM indodax, seenaknya aja... Udah rugii d suruh jual aja.. kalo emng d delist jgn pas LG turunnnn , dasarrrrr keterlaluan"
905,2021-12-02 11:37:11,Nice
885,2021-11-13 0:05:37,Mantaaaaap jika lebih mantap akan saya kasih bintang 5
1020,2021-11-08 8:36:02,"thx indodax. APK sangat mudah, UI nya simple, ringan, dan realtime. topap mudah bisa dr ovo, rekening, VA dll... dari indodax saya bisa dapat banyak penghasilkan, belajar karakter koin dan market global. pertahankan indodax 🥰🥰"
52,2021-11-10 7:10:12,"Pembayaran virtual account, untuk tf via BNI sudah ga ada, kenapa cuma ada 3 via pembayaran BCA, SINARMAS, MY BANK, kenapa? Aku mau depo nih malah jadi ribet -_-"
68,2021-12-01 9:44:46,"Kemana vidy???? Aku masih punya deposit tapi tiba"" ilang....!"
170,2021-11-29 7:45:45,Delist saja btc/bitcoin dari indodax coin sampah
1085,2021-10-08 7:49:35,Ini apk no 1 terbaik di indonesia Wajib bintang 5. Yg ada masalah itu bukan apk nya yg salah tapi jaringan kalian yg salah... Aku dah 4 tahun belum nemu sih masalah serius deh kalau di apk lain sering malah.
266,2021-11-03 14:08:14,2 aja. Karena BNI mobile bankingnya sekarang sudah gk bisa tranfer virtual account. Maaf bgt
1148,2021-12-02 2:31:17,Rezeki amin
1029,2021-10-20 7:07:12,"developer, tolong perhatikan metode limit order. Seringkali merugikan pada saat scalping karena rulesnya harus melewati harga yg dipasang sementara harga pasar bergerak di naik turub konsisten seperti contoh AOA"
126,2021-12-02 0:18:47,Exchange tolol Exchange scam gw wd busd dari indodax tolol ke binance ga masuk masuk ribet bener harus ngisi form segala Exchange lokal tolol
100,,Memuat datanha lamaaaa
979,2021-11-16 0:26:39,"Aplikasinya bagus, cuman wdnya agak mahal :("
741,2021-10-31 3:50:12,Puasss
439,2021-11-26 0:48:13,Bln lalu Deposit ke Bank BNI enak Sekarang ko gak ada?
1100,,Good aplication
588,2021-09-18 8:24:28,"Eumm,, aku masih pemula sih make aplikasi ini y yah kelihatan nya lu lumayan bagus 👉👈 Jangan salah faham yahh ,bukan berarti ak aku suka aplikasi in ini ya Huhhh developer no bbbaka!!"
858,2021-11-16 5:19:58,Tolong dong untuk $AOA bisa gunakn kembali jaringn ERC-20 nya saya mau pindahin k dompet/exchnge lain soal nya
443,2021-10-21 4:34:22,"Tolong biaya admin nya jangan terlalu besar, kasihan yang mau belajar crypto apalagi untuk pemula yang modalnya minim, tolong diperhatikan lagi ☺"
811,2021-11-16 0:40:09,"Terkadang setiap kali mau proses jual-beli, tidak bisa langsung terproses dan akhirnya urung terjual atau dibeli. Dan Kalau bisa, untuk notifikasi alarm diberikan suara agar bisa terdengar."
505,2021-10-28 1:02:01,"Selalu minta kode Pin seperti baru login, sungguh tidak nyaman."
264,2021-11-18 10:44:28,"Saya verifikasi identitas foto ktp aduh ga bisa bisa , udh 50 kali dicoba tetep ditolak padahal foto ktpnya terang tolong diperbaiki"
362,2021-11-07 12:31:28,Kenapa Kirim Koin ke wallet lain tidak bisa 7 November 2021
746,2021-10-29 7:06:34,Why we cant login. we save all pasword in my mobile auto save in google never wrong.
312,2021-11-24 9:29:34,Biaya wd mahal tapi prosesnya lama...
1033,2021-10-23 1:06:06,"Permisi Admin, dan semoga dibaca ya.. min kenapa fitur untuk deposit/ wd pakai pakai dompet elektronik/ pake ewallet di hilangin? Padahal itu mempermudah banget lo. Tolong ya min. Di kasih lagi ya. Biar enak kita kalau wd atau depo .tolong dikasih lagi fitur dompet elektronik) ewallet. Nya."
409,2021-01-07 0:11:09,"Selamat pagi, pagi ini saya menunggu kode otp dari sms, gak di kirim kirim lama sekali. Gimana saya mau buka indodax kalo gak di kirim kode otp. Tolong di follow up dong."
412,2021-11-14 12:32:47,"Aplikasi tidak berfungsi tidak bisa login, masukan pin mendadak keluar sendiri, apakah bug, atau yang lain, mohon masukan nya dari indodax.trm ksh"
280,2021-11-30 13:17:41,"beeli koinnya lama banget transaksinya, orang lagi butuh buru buru gw nunggu 6 jam gak keterima terima koinnya"
